Rank,Event ID,Raw Score,Final Score,Event Type,Price ($),Distance (km),Date/Time,description,location,source,type,currencyCode,url
365,912,31.0,31.0,outdoor,5.31,19.22,2024-11-22 14:00:54.183144,,"80.536204, -173.727087",MockSource,Outdoors,USD,https://placeholder.url
366,63,30.912000000000003,30.912000000000003,conference,286.89,16.43,2024-11-24 22:00:54.168103,,"-2.988463, 94.47691",MockSource,Conferences,USD,https://placeholder.url
367,79,30.896,30.896,holiday,8.4,19.63,2024-11-22 13:45:54.169103,,"23.301147, 118.533473",MockSource,Holiday,USD,https://placeholder.url
368,920,30.824,30.824,theater,135.39,73.55,2024-11-24 22:45:54.183144,,"82.227634, 104.407372",MockSource,Theater,USD,https://placeholder.url
369,983,30.824,30.824,theater,124.8,27.22,2024-11-24 22:45:54.184153,,"-13.425439, -3.351226",MockSource,Theater,USD,https://placeholder.url
370,72,30.792,30.792,virtual,12.15,32.14,2024-11-22 13:30:54.168103,,"5.610166, -108.157893",MockSource,Virtual,USD,https://placeholder.url
371,573,30.680000000000003,30.680000000000003,festival,64.72,55.21,2024-11-22 13:15:54.177139,,"-13.741127, 124.608194",MockSource,Festivals,USD,https://placeholder.url
372,842,30.576,30.576,workshop,31.63,28.87,2024-11-22 13:00:54.182140,,"43.389532, -50.773027",MockSource,Workshops,USD,https://placeholder.url
373,770,30.472000000000005,30.472000000000005,charity,17.3,73.06,2024-11-22 12:45:54.181180,,"60.983485, 165.452078",MockSource,Charity,USD,https://placeholder.url
374,808,30.376,30.376,networking,86.62,7.86,2024-11-23 20:15:54.181180,,"86.620671, -101.210574",MockSource,Networking,USD,https://placeholder.url
376,337,30.256,30.256,workshop,37.74,88.76,2024-11-22 12:15:54.173103,,"24.917024, 86.701226",MockSource,Workshops,USD,https://placeholder.url
375,755,30.256,30.256,family,9.33,94.45,2024-11-22 12:15:54.180165,,"31.519127, 25.473882",MockSource,Family,USD,https://placeholder.url
377,622,30.256,30.256,holiday,4.77,78.85,2024-11-22 12:15:54.178154,,"26.997859, 49.459716",MockSource,Holiday,USD,https://placeholder.url
378,848,30.156646958632873,30.156646958632873,theater,129.26,8.86,2024-12-01 20:15:54.182140,,"62.792914, 13.722292",MockSource,Theater,USD,https://placeholder.url
380,905,30.152,30.152,pet,16.46,94.77,2024-11-22 12:00:54.183144,,"55.042958, 176.10637",MockSource,Pets,USD,https://placeholder.url
379,300,30.152,30.152,wellne,53.3,57.39,2024-11-22 12:00:54.172103,,"-2.9912, -66.707837",MockSource,Wellness,USD,https://placeholder.url
381,944,30.064,30.064,conference,232.37,32.65,2024-11-25 09:45:54.184153,,"-3.611241, 69.094914",MockSource,Conferences,USD,https://placeholder.url
382,611,30.056,30.056,festival,181.72,27.51,2024-11-25 10:15:54.178154,,"-51.569618, -105.716598",MockSource,Festivals,USD,https://placeholder.url
383,937,30.04,30.04,festival,85.83,11.72,2024-11-24 11:45:54.184153,,"79.7115, 88.392387",MockSource,Festivals,USD,https://placeholder.url
385,232,30.0,30.0,festival,125.62,59.82,2024-11-27 15:30:54.171103,,"-27.514221, 95.207495",MockSource,Festivals,USD,https://placeholder.url
391,343,30.0,30.0,theater,149.34,92.28,2024-11-25 22:00:54.173103,,"43.882462, -29.247367",MockSource,Theater,USD,https://placeholder.url
384,464,30.0,30.0,conference,237.35,98.46,2024-11-27 22:30:54.175103,,"-85.027522, 172.060559",MockSource,Conferences,USD,https://placeholder.url
392,727,30.0,30.0,festival,121.53,39.96,2024-11-26 23:00:54.180165,,"16.138795, 78.439415",MockSource,Festivals,USD,https://placeholder.url
386,239,30.0,30.0,festival,166.24,25.3,2024-11-27 18:45:54.171103,,"-33.366245, 76.09564",MockSource,Festivals,USD,https://placeholder.url
389,115,30.0,30.0,conference,163.07,27.29,2024-11-26 12:45:54.169103,,"-44.561885, 139.878528",MockSource,Conferences,USD,https://placeholder.url
393,100,30.0,30.0,theater,105.62,53.56,2024-11-28 13:00:54.169103,,"-36.842443, -84.068194",MockSource,Theater,USD,https://placeholder.url
388,402,30.0,30.0,music,103.81,72.41,2024-11-26 16:15:54.174103,,"13.08106, 135.324101",MockSource,Music,USD,https://placeholder.url
387,794,30.0,30.0,conference,174.04,45.78,2024-11-25 16:15:54.181180,,"10.334155, 127.731592",MockSource,Conferences,USD,https://placeholder.url
390,447,30.0,30.0,festival,123.36,61.58,2024-11-28 12:00:54.174103,,"-36.735191, 80.695583",MockSource,Festivals,USD,https://placeholder.url
394,24,29.632,29.632,conference,346.43,23.96,2024-11-22 10:45:54.168103,,"43.316328, 65.547913",MockSource,Conferences,USD,https://placeholder.url
395,195,29.56311901805208,29.56311901805208,gaming,44.45,94.05,2024-12-02 17:45:54.170103,,"83.93186, 98.817536",MockSource,Gaming,USD,https://placeholder.url
396,379,29.511421651583337,29.511421651583337,sport,199.39,17.83,2024-12-04 12:30:54.173103,,"53.579847, 87.907215",MockSource,Sports,USD,https://placeholder.url
397,669,29.432000000000002,29.432000000000002,charity,9.16,31.55,2024-11-22 10:15:54.179186,,"-42.152992, 137.715342",MockSource,Charity,USD,https://placeholder.url
398,593,29.432000000000002,29.432000000000002,family,42.09,88.97,2024-11-22 10:15:54.177139,,"-54.457357, -89.55577",MockSource,Family,USD,https://placeholder.url
399,532,29.261421568250004,29.261421568250004,sport,145.76,15.46,2024-12-04 15:00:54.176103,,"62.470487, -19.377662",MockSource,Sports,USD,https://placeholder.url
400,538,29.0,29.0,family,79.62,1.94,2025-01-05 17:15:54.176103,,"-77.34965, -38.402461",MockSource,Family,USD,https://placeholder.url
401,443,28.936000000000003,28.936000000000003,charity,5.52,35.32,2024-11-22 09:00:54.174103,,"70.618278, -92.695058",MockSource,Charity,USD,https://placeholder.url
402,600,28.784,28.784,music,76.13,12.16,2024-11-24 16:45:54.177139,,"77.117304, 127.450272",MockSource,Music,USD,https://placeholder.url
403,672,28.680000000000003,28.680000000000003,festival,75.58,35.53,2024-11-24 17:15:54.179186,,"49.968769, 163.007073",MockSource,Festivals,USD,https://placeholder.url
404,190,28.544,28.544,family,76.7,63.38,2024-11-24 18:00:54.170103,,"39.992565, 132.294393",MockSource,Family,USD,https://placeholder.url
405,352,28.496,28.496,outdoor,86.32,33.97,2024-11-24 18:15:54.173103,,"21.549092, 56.105859",MockSource,Outdoors,USD,https://placeholder.url
406,315,28.472000000000005,28.472000000000005,conference,392.7,35.59,2024-11-22 22:45:54.172103,,"-55.151264, 4.345032",MockSource,Conferences,USD,https://placeholder.url
407,43,28.016000000000005,28.016000000000005,holiday,71.87,57.64,2024-11-24 21:15:54.168103,,"62.803902, -107.15531",MockSource,Holiday,USD,https://placeholder.url
408,827,28.008,28.008,virtual,8.91,33.0,2024-11-24 08:45:54.182140,,"-71.075154, -75.160891",MockSource,Virtual,USD,https://placeholder.url
409,189,27.94436901805208,27.94436901805208,community,19.0,13.09,2024-12-03 12:15:54.170103,,"83.565754, 176.548166",MockSource,Community,USD,https://placeholder.url
410,562,27.92,27.92,outdoor,69.12,25.04,2024-11-24 09:00:54.177139,,"-26.90519, -151.867077",MockSource,Outdoors,USD,https://placeholder.url
411,863,27.864,27.864,conference,415.71,83.97,2024-11-23 18:15:54.182140,,"23.686055, -141.92288",MockSource,Conferences,USD,https://placeholder.url
412,670,27.848000000000003,27.848000000000003,festival,81.35,33.78,2024-11-24 22:30:54.179186,,"79.325956, 84.243528",MockSource,Festivals,USD,https://placeholder.url
413,815,27.832,27.832,workshop,43.31,33.42,2024-11-24 09:15:54.181180,,"46.06981, -130.341675",MockSource,Workshops,USD,https://placeholder.url
414,213,27.832,27.832,film,33.73,37.49,2024-11-24 09:15:54.171103,,"-86.224069, 87.084722",MockSource,Film,USD,https://placeholder.url
415,807,27.760000000000005,27.760000000000005,festival,83.7,34.23,2024-11-24 23:15:54.181180,,"-76.128058, 43.533628",MockSource,Festivals,USD,https://placeholder.url
416,691,27.528743797284722,27.528743797284722,community,9.17,61.96,2024-12-03 17:00:54.179186,,"-33.490929, 36.585313",MockSource,Community,USD,https://placeholder.url
417,606,27.5,27.5,theater,47.19,0.41,2024-12-10 22:00:54.178154,,"-82.478094, -154.623912",MockSource,Theater,USD,https://placeholder.url
418,531,27.5,27.5,music,40.42,0.22,2024-12-07 16:45:54.176103,,"-36.871678, 113.995826",MockSource,Music,USD,https://placeholder.url
419,602,27.424000000000003,27.424000000000003,outdoor,32.55,15.06,2024-11-24 10:30:54.177139,,"3.812442, 78.502028",MockSource,Outdoors,USD,https://placeholder.url
420,281,27.424000000000003,27.424000000000003,pet,43.41,72.04,2024-11-24 10:30:54.172103,,"85.218079, -139.384127",MockSource,Pets,USD,https://placeholder.url
421,16,27.4193690666632,27.4193690666632,science,25.88,57.01,2024-12-03 18:15:54.168103,,"-13.391107, 118.149345",MockSource,Science,USD,https://placeholder.url
422,156,27.344,27.344,holiday,24.63,10.63,2024-11-24 10:45:54.170103,,"2.792351, 83.714415",MockSource,Holiday,USD,https://placeholder.url
423,373,27.13499394513542,27.13499394513542,community,16.22,14.16,2024-12-03 21:30:54.173103,,"71.409001, -22.481925",MockSource,Community,USD,https://placeholder.url
424,889,27.04,27.04,pet,41.04,2.23,2025-01-08 22:00:54.183144,,"6.081772, 58.293487",MockSource,Pets,USD,https://placeholder.url
425,816,27.035,27.035,film,22.83,2.25,2025-01-02 15:15:54.181180,,"-42.817745, 92.761031",MockSource,Film,USD,https://placeholder.url
426,856,27.025618725486115,27.025618725486115,community,13.53,11.35,2024-12-03 22:45:54.182140,,"-17.3496, -124.045667",MockSource,Community,USD,https://placeholder.url
427,432,27.0,27.0,wellne,73.54,35.93,2024-11-25 23:15:54.174103,,"10.683953, 118.501158",MockSource,Wellness,USD,https://placeholder.url
429,818,27.0,27.0,holiday,82.3,43.09,2024-11-26 17:30:54.181180,,"-37.095598, 44.823502",MockSource,Holiday,USD,https://placeholder.url
430,696,27.0,27.0,holiday,75.19,58.44,2024-11-27 20:45:54.179186,,"64.47866, 107.092191",MockSource,Holiday,USD,https://placeholder.url
428,375,27.0,27.0,holiday,73.84,27.78,2024-11-28 12:45:54.173103,,"57.717523, 88.542817",MockSource,Holiday,USD,https://placeholder.url
431,725,26.960000000000004,26.960000000000004,charity,34.59,83.0,2024-11-24 12:00:54.180165,,"50.618394, 22.281895",MockSource,Charity,USD,https://placeholder.url
432,997,26.960000000000004,26.960000000000004,music,42.54,40.03,2024-11-24 12:00:54.185136,,"-37.052258, 66.811101",MockSource,Music,USD,https://placeholder.url
433,784,26.888,26.888,wellne,67.55,65.13,2024-11-24 12:15:54.181180,,"-42.996294, -146.477725",MockSource,Wellness,USD,https://placeholder.url
434,2,26.86142181825,26.86142181825,sport,179.17,29.22,2024-12-05 15:00:54.167103,,"36.032542, -36.978222",MockSource,Sports,USD,https://placeholder.url
435,32,26.850888619045136,26.850888619045136,theater,105.85,59.47,2024-11-28 22:00:54.168103,,"78.18093, 131.327924",MockSource,Theater,USD,https://placeholder.url
437,475,26.816000000000003,26.816000000000003,wellne,55.71,16.74,2024-11-24 12:30:54.175103,,"-63.33772, 66.793675",MockSource,Wellness,USD,https://placeholder.url
436,302,26.816000000000003,26.816000000000003,conference,337.79,66.87,2024-11-24 12:30:54.172103,,"74.578046, 179.528819",MockSource,Conferences,USD,https://placeholder.url
438,715,26.757138409635417,26.757138409635417,conference,292.28,66.0,2024-11-28 23:30:54.180165,,"12.794225, 172.634712",MockSource,Conferences,USD,https://placeholder.url
439,751,26.752,26.752,charity,3.04,13.51,2024-11-24 12:45:54.180165,,"-69.556307, 116.915468",MockSource,Charity,USD,https://placeholder.url
440,309,26.705,26.705,wellne,23.68,3.41,2024-12-12 16:00:54.172103,,"38.52677, 142.305796",MockSource,Wellness,USD,https://placeholder.url
441,335,26.680000000000003,26.680000000000003,wellne,69.0,16.88,2024-11-24 13:00:54.173103,,"-37.611425, -110.901243",MockSource,Wellness,USD,https://placeholder.url
442,445,26.63642162380556,26.63642162380556,sport,158.26,52.1,2024-12-05 17:15:54.174103,,"-79.732166, -81.165754",MockSource,Sports,USD,https://placeholder.url
444,526,26.608,26.608,charity,15.46,57.09,2024-11-24 13:15:54.176103,,"-78.182659, 2.824171",MockSource,Charity,USD,https://placeholder.url
445,247,26.608,26.608,wellne,33.68,23.02,2024-11-24 13:15:54.171103,,"47.277053, -46.593126",MockSource,Wellness,USD,https://placeholder.url
443,179,26.608,26.608,outdoor,20.42,76.58,2024-11-24 13:15:54.170103,,"-62.137162, 44.582243",MockSource,Outdoors,USD,https://placeholder.url
446,71,26.544,26.544,holiday,67.64,45.27,2024-11-24 13:30:54.168103,,"-16.269171, 21.718765",MockSource,Holiday,USD,https://placeholder.url
447,374,26.544,26.544,charity,7.3,88.4,2024-11-24 13:30:54.173103,,"-9.951003, 35.484045",MockSource,Charity,USD,https://placeholder.url
448,146,26.488,26.488,conference,413.02,10.87,2024-11-22 17:30:54.170103,,"75.446303, -66.124644",MockSource,Conferences,USD,https://placeholder.url
449,30,26.436421790472224,26.436421790472224,sport,138.65,88.28,2024-12-05 19:15:54.168103,,"-25.983321, -102.877364",MockSource,Sports,USD,https://placeholder.url
450,989,26.425,26.425,music,33.76,4.39,2025-01-04 08:15:54.185136,,"61.16407, -46.930562",MockSource,Music,USD,https://placeholder.url
451,511,26.416000000000004,26.416000000000004,virtual,25.22,60.57,2024-11-24 14:00:54.176103,,"-16.254858, 163.846397",MockSource,Virtual,USD,https://placeholder.url
452,203,26.395,26.395,workshop,17.8,4.5,2025-01-16 16:30:54.171103,,"4.824751, -80.21727",MockSource,Workshops,USD,https://placeholder.url
453,105,26.352,26.352,charity,25.14,96.38,2024-11-24 14:15:54.169103,,"86.721216, 97.741041",MockSource,Charity,USD,https://placeholder.url
454,535,26.3,26.3,virtual,30.25,4.82,2024-12-16 16:00:54.176103,,"29.836117, -64.480026",MockSource,Virtual,USD,https://placeholder.url
455,253,26.288,26.288,holiday,20.41,88.85,2024-11-24 14:30:54.171103,,"47.551394, 170.810546",MockSource,Holiday,USD,https://placeholder.url
456,433,26.288,26.288,workshop,13.13,14.44,2024-11-24 14:30:54.174103,,"-45.089648, -65.467211",MockSource,Workshops,USD,https://placeholder.url
458,528,26.232,26.232,outdoor,23.15,58.89,2024-11-24 14:45:54.176103,,"-7.881373, 11.767573",MockSource,Outdoors,USD,https://placeholder.url
457,479,26.232,26.232,holiday,37.98,59.31,2024-11-24 14:45:54.175103,,"-20.36554, -110.404709",MockSource,Holiday,USD,https://placeholder.url
459,41,26.175,26.175,outdoor,2.36,5.06,2024-12-18 11:15:54.168103,,"74.712473, -6.064181",MockSource,Outdoors,USD,https://placeholder.url
460,59,26.168000000000003,26.168000000000003,wellne,34.8,47.48,2024-11-24 15:00:54.168103,,"54.713789, -147.306301",MockSource,Wellness,USD,https://placeholder.url
461,915,26.09,26.09,holiday,23.67,5.13,2025-01-18 23:30:54.183144,,"56.454825, -88.826871",MockSource,Holiday,USD,https://placeholder.url
462,124,26.056,26.056,film,5.65,76.5,2024-11-24 15:30:54.169103,,"-44.27013, -114.028419",MockSource,Film,USD,https://placeholder.url
465,690,26.056,26.056,pet,23.23,97.39,2024-11-24 15:30:54.179186,,"43.008145, 46.75931",MockSource,Pets,USD,https://placeholder.url
463,705,26.056,26.056,wellne,48.57,23.0,2024-11-24 15:30:54.179186,,"-73.30459, -102.763771",MockSource,Wellness,USD,https://placeholder.url
464,228,26.056,26.056,charity,18.45,77.84,2024-11-24 15:30:54.171103,,"-62.432385, 91.510595",MockSource,Charity,USD,https://placeholder.url
466,329,26.038388549600697,26.038388549600697,festival,184.78,45.87,2024-11-29 11:00:54.172103,,"-32.165434, 87.66291",MockSource,Festivals,USD,https://placeholder.url
468,42,26.0,26.0,charity,0.55,29.53,2024-11-24 15:45:54.168103,,"60.065465, -176.856944",MockSource,Charity,USD,https://placeholder.url
467,175,26.0,26.0,film,22.74,37.52,2024-11-24 15:45:54.170103,,"-30.932481, 132.87663",MockSource,Film,USD,https://placeholder.url
469,442,26.0,26.0,virtual,19.97,79.78,2024-11-24 15:45:54.174103,,"-66.070378, 77.795827",MockSource,Virtual,USD,https://placeholder.url
470,114,25.944000000000003,25.944000000000003,theater,35.8,79.88,2024-11-24 16:00:54.169103,,"27.475579, 28.220163",MockSource,Theater,USD,https://placeholder.url
472,660,25.888,25.888,outdoor,69.59,85.65,2024-11-24 16:15:54.178154,,"11.35806, 160.267465",MockSource,Outdoors,USD,https://placeholder.url
471,913,25.888,25.888,theater,55.67,36.25,2024-11-24 16:15:54.183144,,"37.019275, -145.498502",MockSource,Theater,USD,https://placeholder.url
473,95,25.866244042357636,25.866244042357636,science,34.41,75.19,2024-12-04 12:00:54.169103,,"-76.469628, -97.279987",MockSource,Science,USD,https://placeholder.url
474,961,25.784,25.784,holiday,32.63,57.42,2024-11-24 16:45:54.184153,,"-14.73337, -168.084677",MockSource,Holiday,USD,https://placeholder.url
476,406,25.680000000000003,25.680000000000003,music,60.23,98.93,2024-11-24 17:15:54.174103,,"35.900424, 17.707391",MockSource,Music,USD,https://placeholder.url
478,383,25.680000000000003,25.680000000000003,workshop,35.09,37.68,2024-11-24 17:15:54.173103,,"-10.746404, 126.018505",MockSource,Workshops,USD,https://placeholder.url
479,446,25.680000000000003,25.680000000000003,wellne,16.77,68.61,2024-11-24 17:15:54.174103,,"6.783345, 105.546268",MockSource,Wellness,USD,https://placeholder.url
475,812,25.680000000000003,25.680000000000003,workshop,35.22,82.35,2024-11-24 17:15:54.181180,,"-30.160949, -165.306469",MockSource,Workshops,USD,https://placeholder.url
477,971,25.680000000000003,25.680000000000003,workshop,48.27,26.06,2024-11-24 17:15:54.184153,,"-27.895125, 67.092762",MockSource,Workshops,USD,https://placeholder.url
480,162,25.66338858432292,25.66338858432292,music,147.23,35.73,2024-11-29 17:00:54.170103,,"-38.766242, -70.487972",MockSource,Music,USD,https://placeholder.url
482,868,25.632,25.632,film,19.71,46.86,2024-11-24 17:30:54.182140,,"27.464682, 150.330396",MockSource,Film,USD,https://placeholder.url
481,278,25.632,25.632,virtual,12.8,97.76,2024-11-24 17:30:54.172103,,"49.165709, -128.848683",MockSource,Virtual,USD,https://placeholder.url
483,642,25.544,25.544,outdoor,65.29,67.43,2024-11-24 18:00:54.178154,,"80.573188, -85.0378",MockSource,Outdoors,USD,https://placeholder.url
485,828,25.496000000000002,25.496000000000002,wellne,25.84,53.78,2024-11-24 18:15:54.182140,,"-44.127103, 149.542361",MockSource,Wellness,USD,https://placeholder.url
484,467,25.496000000000002,25.496000000000002,workshop,44.63,17.01,2024-11-24 18:15:54.175103,,"48.309724, 142.462345",MockSource,Workshops,USD,https://placeholder.url
486,988,25.491513323333336,25.491513323333336,conference,186.25,12.94,2024-11-29 19:45:54.185136,,"4.181235, -34.458647",MockSource,Conferences,USD,https://placeholder.url
487,644,25.472493822368055,25.472493822368055,science,44.22,60.8,2024-12-04 16:30:54.178154,,"-0.857406, -80.281089",MockSource,Science,USD,https://placeholder.url
488,710,25.450618797284722,25.450618797284722,science,29.96,39.65,2024-12-04 16:45:54.179186,,"-67.77122, -4.918812",MockSource,Science,USD,https://placeholder.url
489,499,25.448,25.448,film,33.81,93.31,2024-11-24 18:30:54.175103,,"23.6724, 44.252686",MockSource,Film,USD,https://placeholder.url
490,478,25.448,25.448,wellne,48.53,86.35,2024-11-24 18:30:54.175103,,"-24.988256, 9.974431",MockSource,Wellness,USD,https://placeholder.url
491,463,25.384993896524307,25.384993896524307,gaming,29.88,35.98,2024-12-04 17:30:54.175103,,"84.287931, 67.415894",MockSource,Gaming,USD,https://placeholder.url
492,548,25.38499387221875,25.38499387221875,community,17.83,14.53,2024-12-04 17:30:54.176103,,"77.262029, -137.371192",MockSource,Community,USD,https://placeholder.url
494,107,25.368000000000002,25.368000000000002,charity,29.53,23.49,2024-11-24 19:00:54.169103,,"72.833744, 85.930579",MockSource,Charity,USD,https://placeholder.url
493,170,25.368000000000002,25.368000000000002,charity,5.52,99.05,2024-11-24 19:00:54.170103,,"-87.387268, 126.983658",MockSource,Charity,USD,https://placeholder.url
495,310,25.319638549600697,25.319638549600697,music,139.04,71.78,2024-11-29 22:30:54.172103,,"-0.416048, -57.111267",MockSource,Music,USD,https://placeholder.url
496,549,25.28,25.28,music,42.51,55.1,2024-11-24 19:30:54.176103,,"61.751734, 128.013076",MockSource,Music,USD,https://placeholder.url
498,342,25.240000000000002,25.240000000000002,theater,50.15,65.47,2024-11-24 19:45:54.173103,,"14.189093, -113.532496",MockSource,Theater,USD,https://placeholder.url
497,951,25.240000000000002,25.240000000000002,workshop,27.18,76.32,2024-11-24 19:45:54.184153,,"66.825526, -129.342136",MockSource,Workshops,USD,https://placeholder.url
499,927,25.200000000000003,25.200000000000003,outdoor,16.25,53.25,2024-11-24 20:00:54.183144,,"68.710015, -125.129659",MockSource,Outdoors,USD,https://placeholder.url
500,325,25.200000000000003,25.200000000000003,theater,53.64,57.05,2024-11-24 20:00:54.172103,,"-30.115487, 100.37531",MockSource,Theater,USD,https://placeholder.url
503,216,25.16,25.16,theater,41.82,97.67,2024-11-24 20:15:54.171103,,"23.205599, 177.310256",MockSource,Theater,USD,https://placeholder.url
501,674,25.16,25.16,pet,41.43,18.3,2024-11-24 20:15:54.179186,,"40.819319, 43.17609",MockSource,Pets,USD,https://placeholder.url
504,521,25.16,25.16,virtual,44.57,47.95,2024-11-24 20:15:54.176103,,"7.962763, -65.818213",MockSource,Virtual,USD,https://placeholder.url
502,324,25.16,25.16,virtual,14.88,33.73,2024-11-24 20:15:54.172103,,"25.856912, 101.676626",MockSource,Virtual,USD,https://placeholder.url
505,955,25.088,25.088,wellne,65.1,34.05,2024-11-24 20:45:54.184153,,"82.277339, 149.366282",MockSource,Wellness,USD,https://placeholder.url
506,935,25.016000000000002,25.016000000000002,virtual,27.44,18.35,2024-11-24 21:15:54.184153,,"-76.213873, 40.512079",MockSource,Virtual,USD,https://placeholder.url
507,846,24.984,24.984,workshop,31.85,44.61,2024-11-24 21:30:54.182140,,"-3.137119, -41.324667",MockSource,Workshops,USD,https://placeholder.url
508,405,24.912000000000003,24.912000000000003,film,19.59,11.98,2024-11-24 22:00:54.174103,,"50.979484, 8.333384",MockSource,Film,USD,https://placeholder.url
511,54,24.912000000000003,24.912000000000003,family,22.88,71.41,2024-11-24 22:00:54.168103,,"49.056591, 163.019118",MockSource,Family,USD,https://placeholder.url
509,384,24.912000000000003,24.912000000000003,family,3.69,51.62,2024-11-24 22:00:54.173103,,"-72.531493, -107.379321",MockSource,Family,USD,https://placeholder.url
510,620,24.912000000000003,24.912000000000003,charity,25.57,72.02,2024-11-24 22:00:54.178154,,"-24.499681, 61.686473",MockSource,Charity,USD,https://placeholder.url
513,666,24.880000000000003,24.880000000000003,wellne,46.54,65.0,2024-11-24 22:15:54.179186,,"12.4575, 154.266927",MockSource,Wellness,USD,https://placeholder.url
514,688,24.880000000000003,24.880000000000003,film,28.56,43.16,2024-11-24 22:15:54.179186,,"-29.08724, -86.540085",MockSource,Film,USD,https://placeholder.url
512,643,24.880000000000003,24.880000000000003,pet,14.0,96.13,2024-11-24 22:15:54.178154,,"-87.892475, -51.691378",MockSource,Pets,USD,https://placeholder.url
515,590,24.848,24.848,wellne,68.28,22.28,2024-11-24 22:30:54.177139,,"-17.798246, -19.435779",MockSource,Wellness,USD,https://placeholder.url
517,259,24.848,24.848,wellne,65.6,47.01,2024-11-24 22:30:54.171103,,"22.707576, -87.855296",MockSource,Wellness,USD,https://placeholder.url
516,22,24.848,24.848,film,10.49,38.61,2024-11-24 22:30:54.168103,,"-47.009312, -112.092862",MockSource,Film,USD,https://placeholder.url
518,969,24.838118676559027,24.838118676559027,gaming,40.4,89.84,2024-12-04 23:45:54.184153,,"-31.994815, 114.168934",MockSource,Gaming,USD,https://placeholder.url
523,494,24.824,24.824,holiday,31.0,46.31,2024-11-24 22:45:54.175103,,"-82.095826, 114.931326",MockSource,Holiday,USD,https://placeholder.url
520,282,24.824,24.824,family,66.48,62.16,2024-11-24 22:45:54.172103,,"37.604361, 163.646656",MockSource,Family,USD,https://placeholder.url
519,589,24.824,24.824,family,53.31,72.21,2024-11-24 22:45:54.177139,,"-23.61062, -133.234574",MockSource,Family,USD,https://placeholder.url
522,135,24.824,24.824,film,31.02,39.31,2024-11-24 22:45:54.170103,,"71.365833, -178.993093",MockSource,Film,USD,https://placeholder.url
521,130,24.824,24.824,workshop,26.98,86.18,2024-11-24 22:45:54.169103,,"-10.048937, -128.871578",MockSource,Workshops,USD,https://placeholder.url
524,98,24.76,24.76,music,64.63,36.77,2024-11-24 23:15:54.169103,,"56.180385, -48.901132",MockSource,Music,USD,https://placeholder.url
525,387,24.704,24.704,workshop,21.57,88.78,2024-11-24 23:45:54.173103,,"89.523175, 20.068535",MockSource,Workshops,USD,https://placeholder.url
526,83,24.573207902526043,24.573207902526043,science,83.71,64.12,2024-12-05 21:30:54.169103,,"11.398714, 155.118438",MockSource,Science,USD,https://placeholder.url
527,17,24.343199999999996,24.343199999999996,conference,475.47,6.12,2024-11-24 21:15:54.168103,,"-16.087741, 0.833011",MockSource,Conferences,USD,https://placeholder.url
528,883,24.22815231968667,24.22815231968667,outdoor,10.53,9.92,2024-12-01 18:00:54.183144,,"34.06102, -12.401394",MockSource,Outdoors,USD,https://placeholder.url
529,9,24.194638636406253,24.194638636406253,music,105.34,41.96,2024-11-30 16:30:54.167103,,"-35.375464, 106.151802",MockSource,Music,USD,https://placeholder.url
530,411,24.056,24.056,workshop,17.08,80.95,2024-11-25 10:00:54.174103,,"21.401935, -3.569303",MockSource,Workshops,USD,https://placeholder.url
565,331,24.0,24.0,virtual,24.98,59.04,2024-11-27 22:00:54.172103,,"19.473429, 9.794406",MockSource,Virtual,USD,https://placeholder.url
533,340,24.0,24.0,workshop,26.3,18.6,2024-11-28 16:15:54.173103,,"-31.93479, 94.66909",MockSource,Workshops,USD,https://placeholder.url
531,641,24.0,24.0,workshop,40.56,32.77,2024-11-28 16:30:54.178154,,"-13.273451, 66.542626",MockSource,Workshops,USD,https://placeholder.url
535,582,24.0,24.0,sport,127.57,19.14,2024-12-14 18:15:54.177139,,"27.24256, -60.304444",MockSource,Sports,USD,https://placeholder.url
567,50,24.0,24.0,conference,363.74,33.65,2024-11-28 17:15:54.168103,,"7.890434, 79.781546",MockSource,Conferences,USD,https://placeholder.url
549,141,24.0,24.0,charity,45.77,88.6,2024-11-25 19:00:54.170103,,"46.487542, -126.468344",MockSource,Charity,USD,https://placeholder.url
570,934,24.0,24.0,charity,42.35,57.74,2024-11-26 17:45:54.184153,,"-38.229585, 130.964111",MockSource,Charity,USD,https://placeholder.url
572,621,24.0,24.0,conference,363.06,53.79,2024-11-25 14:00:54.178154,,"-35.804513, 32.977066",MockSource,Conferences,USD,https://placeholder.url
551,788,24.0,24.0,pet,40.77,11.58,2024-11-27 23:15:54.181180,,"74.150346, -167.773353",MockSource,Pets,USD,https://placeholder.url
556,288,24.0,24.0,outdoor,56.15,83.71,2024-11-26 16:30:54.172103,,"-11.726518, 156.516436",MockSource,Outdoors,USD,https://placeholder.url
560,238,24.0,24.0,music,67.32,81.59,2024-11-25 18:30:54.171103,,"68.973366, -137.475253",MockSource,Music,USD,https://placeholder.url
554,419,24.0,24.0,virtual,49.95,31.02,2024-11-27 16:15:54.174103,,"-50.792753, 83.98672",MockSource,Virtual,USD,https://placeholder.url
569,483,24.0,24.0,holiday,43.85,63.94,2024-11-27 20:00:54.175103,,"49.890297, 16.042793",MockSource,Holiday,USD,https://placeholder.url
546,219,24.0,24.0,workshop,29.64,33.94,2024-11-27 23:00:54.171103,,"-47.462377, -178.95507",MockSource,Workshops,USD,https://placeholder.url
