Rank,Event ID,Raw Score,Final Score,Event Type,Price ($),Distance (km),Date/Time,description,location,source,type,currencyCode,url
346,591,3594.4480000000003,3594.4480000000003,Nightlife,10.7,36.96,2024-11-24 08:00:54.177139,,"-0.757094, -150.453995",MockSource,Nightlife,USD,https://placeholder.url
347,827,3588.2160000000003,3588.2160000000003,Virtual,8.91,33.0,2024-11-24 08:45:54.182140,,"-71.075154, -75.160891",MockSource,Virtual,USD,https://placeholder.url
348,227,3584.056,3584.056,Holiday,92.84,55.04,2024-11-23 10:00:54.171103,,"-50.391133, 71.740783",MockSource,Holiday,USD,https://placeholder.url
349,951,3579.256,3579.256,Workshops,27.18,76.32,2024-11-24 19:45:54.184153,,"66.825526, -129.342136",MockSource,Workshops,USD,https://placeholder.url
350,645,3577.5519999999997,3577.5519999999997,Music,142.87,28.98,2024-11-24 19:00:54.178154,,"-19.651878, 24.675898",MockSource,Music,USD,https://placeholder.url
351,523,3555.3680000000004,3555.3680000000004,Community,11.94,99.47,2024-11-22 23:15:54.176103,,"-58.8939, 141.664807",MockSource,Community,USD,https://placeholder.url
353,362,3549.072,3549.072,Wellness,30.92,54.18,2024-11-23 16:15:54.173103,,"3.66897, -138.572313",MockSource,Wellness,USD,https://placeholder.url
352,799,3549.072,3549.072,Pets,30.83,53.97,2024-11-23 16:15:54.181180,,"-6.717393, -106.080246",MockSource,Pets,USD,https://placeholder.url
354,149,3543.2400000000002,3543.2400000000002,Family,41.01,72.4,2024-11-23 09:00:54.170103,,"2.03168, -23.319938",MockSource,Family,USD,https://placeholder.url
356,69,3525.3680000000004,3525.3680000000004,Holiday,4.57,92.06,2024-11-22 22:30:54.168103,,"81.67821, 23.384865",MockSource,Holiday,USD,https://placeholder.url
355,460,3525.3680000000004,3525.3680000000004,Music,108.75,80.59,2024-11-22 22:30:54.175103,,"-69.729639, 85.653207",MockSource,Music,USD,https://placeholder.url
357,739,3523.224,3523.224,Family,64.95,72.79,2024-11-23 08:30:54.180165,,"-77.556484, 21.496393",MockSource,Family,USD,https://placeholder.url
358,321,3512.192,3512.192,Community,10.27,64.21,2024-11-23 23:45:54.172103,,"46.192715, 20.209682",MockSource,Community,USD,https://placeholder.url
359,879,3510.622771057581,3510.622771057581,Nightlife,51.61,2.22,2024-12-06 17:45:54.183144,,"66.612942, -31.437033",MockSource,Nightlife,USD,https://placeholder.url
361,882,3505.3680000000004,3505.3680000000004,Wellness,14.9,97.72,2024-11-22 22:00:54.183144,,"-23.784722, -128.919426",MockSource,Wellness,USD,https://placeholder.url
360,301,3505.3680000000004,3505.3680000000004,Theater,122.63,48.76,2024-11-22 22:00:54.172103,,"-10.995013, 4.778858",MockSource,Theater,USD,https://placeholder.url
363,179,3505.2160000000003,3505.2160000000003,Outdoors,20.42,76.58,2024-11-24 13:15:54.170103,,"-62.137162, 44.582243",MockSource,Outdoors,USD,https://placeholder.url
362,526,3505.2160000000003,3505.2160000000003,Charity,15.46,57.09,2024-11-24 13:15:54.176103,,"-78.182659, 2.824171",MockSource,Charity,USD,https://placeholder.url
365,444,3499.0160000000005,3499.0160000000005,Sports,129.73,94.34,2024-11-23 23:15:54.174103,,"30.874834, -17.996124",MockSource,Sports,USD,https://placeholder.url
364,474,3499.0160000000005,3499.0160000000005,Community,19.93,85.94,2024-11-23 23:15:54.175103,,"65.629569, 147.798579",MockSource,Community,USD,https://placeholder.url
366,374,3498.5120000000006,3498.5120000000006,Charity,7.3,88.4,2024-11-24 13:30:54.173103,,"-9.951003, 35.484045",MockSource,Charity,USD,https://placeholder.url
367,972,3489.073636418506,3489.073636418506,Holiday,3.67,13.58,2024-12-04 18:00:54.184153,,"4.628445, -86.131222",MockSource,Holiday,USD,https://placeholder.url
368,218,3485.8160000000007,3485.8160000000007,Charity,24.35,79.94,2024-11-23 14:45:54.171103,,"-13.771339, -7.952846",MockSource,Charity,USD,https://placeholder.url
369,837,3485.3680000000004,3485.3680000000004,Networking,18.34,99.31,2024-11-22 21:30:54.182140,,"-27.400089, 119.19463",MockSource,Networking,USD,https://placeholder.url
370,128,3485.0480000000007,3485.0480000000007,Community,19.65,67.36,2024-11-23 22:45:54.169103,,"-5.734765, 121.386425",MockSource,Community,USD,https://placeholder.url
371,620,3485.032,3485.032,Charity,25.57,72.02,2024-11-24 22:00:54.178154,,"-24.499681, 61.686473",MockSource,Charity,USD,https://placeholder.url
372,54,3485.032,3485.032,Family,22.88,71.41,2024-11-24 22:00:54.168103,,"49.056591, 163.019118",MockSource,Family,USD,https://placeholder.url
373,548,3482.584397383251,3482.584397383251,Community,17.83,14.53,2024-12-04 17:30:54.176103,,"77.262029, -137.371192",MockSource,Community,USD,https://placeholder.url
374,688,3474.3680000000004,3474.3680000000004,Film,28.56,43.16,2024-11-24 22:15:54.179186,,"-29.08724, -86.540085",MockSource,Film,USD,https://placeholder.url
375,332,3470.3360000000002,3470.3360000000002,Networking,12.33,47.42,2024-11-23 22:15:54.172103,,"86.013126, -111.607574",MockSource,Networking,USD,https://placeholder.url
376,253,3469.7760000000003,3469.7760000000003,Holiday,20.41,88.85,2024-11-24 14:30:54.171103,,"47.551394, 170.810546",MockSource,Holiday,USD,https://placeholder.url
377,567,3465.1390882850365,3465.1390882850365,Nightlife,40.07,26.24,2024-11-30 20:45:54.177139,,"-27.473585, 169.909",MockSource,Nightlife,USD,https://placeholder.url
378,131,3462.704,3462.704,Charity,1.97,31.7,2024-11-23 22:00:54.169103,,"-25.760138, 97.961728",MockSource,Charity,USD,https://placeholder.url
379,298,3454.896,3454.896,Outdoors,3.95,87.12,2024-11-23 21:45:54.172103,,"-24.321685, 77.103799",MockSource,Outdoors,USD,https://placeholder.url
380,229,3454.825862470171,3454.825862470171,Exhibitions,62.97,11.52,2024-12-06 14:00:54.171103,,"57.354406, -74.980937",MockSource,Exhibitions,USD,https://placeholder.url
381,130,3452.9760000000006,3452.9760000000006,Workshops,26.98,86.18,2024-11-24 22:45:54.169103,,"-10.048937, -128.871578",MockSource,Workshops,USD,https://placeholder.url
382,415,3446.928,3446.928,Community,17.02,80.98,2024-11-23 21:30:54.174103,,"82.695677, 41.190845",MockSource,Community,USD,https://placeholder.url
383,430,3442.6342024755745,3442.6342024755745,Festivals,187.32,12.59,2024-12-03 12:00:54.174103,,"-53.511438, 70.515747",MockSource,Festivals,USD,https://placeholder.url
385,228,3438.1839999999997,3438.1839999999997,Charity,18.45,77.84,2024-11-24 15:30:54.171103,,"-62.432385, 91.510595",MockSource,Charity,USD,https://placeholder.url
384,124,3438.1839999999997,3438.1839999999997,Film,5.65,76.5,2024-11-24 15:30:54.169103,,"-44.27013, -114.028419",MockSource,Film,USD,https://placeholder.url
386,401,3435.3680000000004,3435.3680000000004,Charity,10.22,34.29,2024-11-22 20:15:54.174103,,"15.78055, 75.094825",MockSource,Charity,USD,https://placeholder.url
387,547,3430.488,3430.488,Virtual,18.21,82.4,2024-11-23 21:00:54.176103,,"66.260575, -109.05568",MockSource,Virtual,USD,https://placeholder.url
388,442,3429.8720000000003,3429.8720000000003,Virtual,19.97,79.78,2024-11-24 15:45:54.174103,,"-66.070378, 77.795827",MockSource,Virtual,USD,https://placeholder.url
389,893,3425.3680000000004,3425.3680000000004,Film,9.24,81.08,2024-11-22 20:00:54.183144,,"16.158432, -98.282228",MockSource,Film,USD,https://placeholder.url
390,631,3421.608,3421.608,Film,23.06,82.03,2024-11-23 13:15:54.178154,,"-66.246015, 43.845407",MockSource,Film,USD,https://placeholder.url
391,857,3415.3680000000004,3415.3680000000004,Film,9.63,30.04,2024-11-22 19:45:54.182140,,"-36.626588, 75.822035",MockSource,Film,USD,https://placeholder.url
392,611,3413.9895999999994,3413.9895999999994,Festivals,181.72,27.51,2024-11-25 10:15:54.178154,,"-51.569618, -105.716598",MockSource,Festivals,USD,https://placeholder.url
393,813,3410.888,3410.888,Science,24.09,30.16,2024-11-23 13:00:54.181180,,"0.25816, -78.975054",MockSource,Science,USD,https://placeholder.url
394,6,3410.664,3410.664,Pets,5.57,26.84,2024-11-29 12:00:54.167103,,"-70.706759, -109.128889",MockSource,Pets,USD,https://placeholder.url
395,66,3405.3680000000004,3405.3680000000004,Networking,16.31,30.23,2024-11-22 19:30:54.168103,,"-66.576348, -123.629465",MockSource,Networking,USD,https://placeholder.url
396,339,3404.032,3404.032,Community,17.13,83.44,2024-11-24 16:30:54.173103,,"-17.814645, 26.563423",MockSource,Community,USD,https://placeholder.url
398,446,3376.92,3376.92,Wellness,16.77,68.61,2024-11-24 17:15:54.174103,,"6.783345, 105.546268",MockSource,Wellness,USD,https://placeholder.url
397,902,3376.92,3376.92,Community,12.05,85.63,2024-11-24 17:15:54.183144,,"3.539303, 152.863863",MockSource,Community,USD,https://placeholder.url
399,772,3375.3680000000004,3375.3680000000004,Virtual,3.92,83.92,2024-11-22 18:45:54.181180,,"1.383586, 25.480542",MockSource,Virtual,USD,https://placeholder.url
400,701,3368.3199999999997,3368.3199999999997,Holiday,21.33,54.16,2024-11-23 19:15:54.179186,,"82.799628, -20.226183",MockSource,Holiday,USD,https://placeholder.url
401,868,3367.632,3367.632,Film,19.71,46.86,2024-11-24 17:30:54.182140,,"27.464682, 150.330396",MockSource,Film,USD,https://placeholder.url
402,278,3367.632,3367.632,Virtual,12.8,97.76,2024-11-24 17:30:54.172103,,"49.165709, -128.848683",MockSource,Virtual,USD,https://placeholder.url
403,224,3325.0,3325.0,Conferences,493.94,2.98,2024-11-27 21:15:54.171103,,"27.993857, 168.468112",MockSource,Conferences,USD,https://placeholder.url
404,56,3325.0,3325.0,Sports,176.8,2.46,2024-11-27 17:45:54.168103,,"-68.760182, -49.275115",MockSource,Sports,USD,https://placeholder.url
405,277,3320.2080000000005,3320.2080000000005,Networking,12.34,65.21,2024-11-23 18:00:54.172103,,"-68.267622, -139.825038",MockSource,Networking,USD,https://placeholder.url
406,3,3319.488,3319.488,Theater,118.07,54.3,2024-11-24 18:45:54.167103,,"-37.237581, -157.258384",MockSource,Theater,USD,https://placeholder.url
407,711,3319.488,3319.488,Exhibitions,3.47,92.14,2024-11-24 18:45:54.179186,,"39.662262, -5.351235",MockSource,Exhibitions,USD,https://placeholder.url
408,731,3318.7120000000004,3318.7120000000004,Exhibitions,66.05,80.9,2024-11-25 10:00:54.180165,,"-52.239499, -91.95555",MockSource,Exhibitions,USD,https://placeholder.url
409,170,3309.5519999999997,3309.5519999999997,Charity,5.52,99.05,2024-11-24 19:00:54.170103,,"-87.387268, 126.983658",MockSource,Charity,USD,https://placeholder.url
410,545,3300.2720000000004,3300.2720000000004,Pets,10.86,82.28,2024-11-23 17:30:54.176103,,"-81.175422, -36.876142",MockSource,Pets,USD,https://placeholder.url
411,563,3300.2720000000004,3300.2720000000004,Outdoors,20.52,85.94,2024-11-23 17:30:54.177139,,"45.514663, -3.781659",MockSource,Outdoors,USD,https://placeholder.url
412,239,3299.3351999999995,3299.3351999999995,Festivals,166.24,25.3,2024-11-27 18:45:54.171103,,"-33.366245, 76.09564",MockSource,Festivals,USD,https://placeholder.url
413,892,3298.0801012681222,3298.0801012681222,Holiday,22.13,17.91,2024-12-05 17:15:54.183144,,"-13.808551, 138.603449",MockSource,Holiday,USD,https://placeholder.url
414,543,3293.7575999999995,3293.7575999999995,Festivals,183.14,75.33,2024-11-22 22:00:54.176103,,"-13.693974, 144.152782",MockSource,Festivals,USD,https://placeholder.url
415,106,3290.1760000000004,3290.1760000000004,Family,7.19,57.76,2024-11-23 17:15:54.169103,,"-87.153582, -97.058274",MockSource,Family,USD,https://placeholder.url
416,206,3286.7575999999995,3286.7575999999995,Festivals,153.0,93.04,2024-11-22 21:45:54.171103,,"-11.332793, -75.729392",MockSource,Festivals,USD,https://placeholder.url
417,716,3280.0080000000003,3280.0080000000003,Family,5.74,47.15,2024-11-23 17:00:54.180165,,"49.718474, 120.40881",MockSource,Family,USD,https://placeholder.url
418,679,3273.76,3273.76,Science,30.95,84.38,2024-11-23 09:45:54.179186,,"26.870253, -60.928313",MockSource,Science,USD,https://placeholder.url
419,927,3269.0080000000003,3269.0080000000003,Outdoors,16.25,53.25,2024-11-24 20:00:54.183144,,"68.710015, -125.129659",MockSource,Outdoors,USD,https://placeholder.url
420,680,3259.4480000000003,3259.4480000000003,Virtual,15.42,75.78,2024-11-23 16:30:54.179186,,"19.368331, -2.912212",MockSource,Virtual,USD,https://placeholder.url
421,324,3258.688,3258.688,Virtual,14.88,33.73,2024-11-24 20:15:54.172103,,"25.856912, 101.676626",MockSource,Virtual,USD,https://placeholder.url
422,187,3249.072,3249.072,Outdoors,10.95,84.85,2024-11-23 16:15:54.170103,,"-34.110571, -120.920572",MockSource,Outdoors,USD,https://placeholder.url
423,138,3227.384,3227.384,Theater,124.37,89.82,2024-11-24 21:00:54.170103,,"-24.636338, -58.631373",MockSource,Theater,USD,https://placeholder.url
424,982,3224.307805479043,3224.307805479043,Theater,121.96,9.1,2024-12-05 22:45:54.184153,,"0.637885, -97.656341",MockSource,Theater,USD,https://placeholder.url
425,798,3217.632,3217.632,Holiday,7.16,31.84,2024-11-23 15:30:54.181180,,"-38.082674, 128.408607",MockSource,Holiday,USD,https://placeholder.url
426,765,3216.5896,3216.5896,Festivals,160.15,62.55,2024-11-24 16:45:54.180165,,"-65.262517, -1.961321",MockSource,Festivals,USD,https://placeholder.url
427,531,3211.1436298574936,3211.1436298574936,Music,40.42,0.22,2024-12-07 16:45:54.176103,,"-36.871678, 113.995826",MockSource,Music,USD,https://placeholder.url
428,657,3210.2615999999994,3210.2615999999994,Festivals,155.65,33.45,2024-11-24 17:00:54.178154,,"-13.293516, 1.83926",MockSource,Festivals,USD,https://placeholder.url
429,455,3207.0560000000005,3207.0560000000005,Family,9.23,41.87,2024-11-23 15:15:54.175103,,"15.595558, -171.390988",MockSource,Family,USD,https://placeholder.url
430,222,3195.7576,3195.7576,Festivals,174.85,53.97,2024-11-22 18:30:54.171103,,"-18.895699, 77.19478",MockSource,Festivals,USD,https://placeholder.url
431,435,3185.8160000000003,3185.8160000000003,Community,15.16,90.98,2024-11-23 14:45:54.174103,,"-76.868399, 59.795506",MockSource,Community,USD,https://placeholder.url
432,384,3185.032,3185.032,Family,3.69,51.62,2024-11-24 22:00:54.173103,,"-72.531493, -107.379321",MockSource,Family,USD,https://placeholder.url
433,988,3177.468,3177.468,Conferences,186.25,12.94,2024-11-29 19:45:54.185136,,"4.181235, -34.458647",MockSource,Conferences,USD,https://placeholder.url
434,473,3175.152,3175.152,Gaming,18.64,84.82,2024-11-23 14:30:54.175103,,"20.078293, -80.249723",MockSource,Gaming,USD,https://placeholder.url
436,643,3174.3680000000004,3174.3680000000004,Pets,14.0,96.13,2024-11-24 22:15:54.178154,,"-87.892475, -51.691378",MockSource,Pets,USD,https://placeholder.url
435,57,3174.3680000000004,3174.3680000000004,Community,10.67,30.46,2024-11-24 22:15:54.168103,,"-0.030199, 153.09207",MockSource,Community,USD,https://placeholder.url
437,22,3163.6800000000003,3163.6800000000003,Film,10.49,38.61,2024-11-24 22:30:54.168103,,"-47.009312, -112.092862",MockSource,Film,USD,https://placeholder.url
438,629,3156.120399640528,3156.120399640528,Holiday,18.08,22.86,2024-11-30 19:15:54.178154,,"65.548248, -81.100502",MockSource,Holiday,USD,https://placeholder.url
439,634,3152.976,3152.976,Community,14.45,59.71,2024-11-24 22:45:54.178154,,"-29.476471, -133.751633",MockSource,Community,USD,https://placeholder.url
440,450,3143.0480000000002,3143.0480000000002,Film,7.49,92.75,2024-11-23 13:45:54.175103,,"-65.921258, -36.032237",MockSource,Film,USD,https://placeholder.url
441,514,3142.264,3142.264,Community,10.15,30.94,2024-11-24 23:00:54.176103,,"-61.462488, -148.830879",MockSource,Community,USD,https://placeholder.url
442,604,3142.264,3142.264,Community,15.86,38.78,2024-11-24 23:00:54.177139,,"58.897132, -135.733558",MockSource,Community,USD,https://placeholder.url
443,417,3138.3309999999997,3138.3309999999997,Conferences,363.2,15.2,2024-11-26 18:00:54.174103,,"22.615385, -86.833831",MockSource,Conferences,USD,https://placeholder.url
444,681,3132.328,3132.328,Film,9.8,56.41,2024-11-23 13:30:54.179186,,"-4.016101, 87.006033",MockSource,Film,USD,https://placeholder.url
445,285,3132.328,3132.328,Charity,21.3,80.58,2024-11-23 13:30:54.172103,,"87.588708, -165.712019",MockSource,Charity,USD,https://placeholder.url
446,431,3132.328,3132.328,Community,17.0,98.11,2024-11-23 13:30:54.174103,,"-56.136532, -26.954852",MockSource,Community,USD,https://placeholder.url
447,271,3126.074148124265,3126.074148124265,Nightlife,76.9,28.48,2024-12-01 22:45:54.172103,,"11.124334, -112.678831",MockSource,Nightlife,USD,https://placeholder.url
449,889,3125.0,3125.0,Pets,41.04,2.23,2025-01-08 22:00:54.183144,,"6.081772, 58.293487",MockSource,Pets,USD,https://placeholder.url
450,606,3125.0,3125.0,Theater,47.19,0.41,2024-12-10 22:00:54.178154,,"-82.478094, -154.623912",MockSource,Theater,USD,https://placeholder.url
452,989,3125.0,3125.0,Music,33.76,4.39,2025-01-04 08:15:54.185136,,"61.16407, -46.930562",MockSource,Music,USD,https://placeholder.url
451,653,3125.0,3125.0,Science,32.33,4.36,2024-12-09 22:45:54.178154,,"-35.480193, -96.568168",MockSource,Science,USD,https://placeholder.url
448,538,3125.0,3125.0,Family,79.62,1.94,2025-01-05 17:15:54.176103,,"-77.34965, -38.402461",MockSource,Family,USD,https://placeholder.url
453,238,3124.2880000000005,3124.2880000000005,Music,67.32,81.59,2024-11-25 18:30:54.171103,,"68.973366, -137.475253",MockSource,Music,USD,https://placeholder.url
454,141,3116.376,3116.376,Charity,45.77,88.6,2024-11-25 19:00:54.170103,,"46.487542, -126.468344",MockSource,Charity,USD,https://placeholder.url
455,387,3110.1040000000003,3110.1040000000003,Workshops,21.57,88.78,2024-11-24 23:45:54.173103,,"89.523175, 20.068535",MockSource,Workshops,USD,https://placeholder.url
456,173,3106.1295999999998,3106.1295999999998,Conferences,461.21,19.39,2024-11-24 12:15:54.170103,,"-32.245286, 68.297595",MockSource,Conferences,USD,https://placeholder.url
457,400,3100.176,3100.176,Charity,17.1,41.69,2024-11-23 12:45:54.174103,,"68.667103, 99.610743",MockSource,Charity,USD,https://placeholder.url
458,181,3100.176,3100.176,Nightlife,15.45,39.84,2024-11-23 12:45:54.170103,,"-1.118528, -91.967542",MockSource,Nightlife,USD,https://placeholder.url
459,693,3089.472,3089.472,Virtual,16.82,47.12,2024-11-23 12:30:54.179186,,"66.347321, -94.487623",MockSource,Virtual,USD,https://placeholder.url
460,409,3075.840955393636,3075.840955393636,Theater,73.5,22.22,2024-12-03 17:30:54.174103,,"24.736991, -58.978763",MockSource,Theater,USD,https://placeholder.url
461,449,3070.7520000000004,3070.7520000000004,Nightlife,63.96,46.55,2024-11-25 22:30:54.175103,,"4.879933, 141.345432",MockSource,Nightlife,USD,https://placeholder.url
462,790,3068.128,3068.128,Music,112.07,43.35,2024-11-23 12:00:54.181180,,"51.328682, 147.416699",MockSource,Music,USD,https://placeholder.url
463,568,3064.95,3064.95,Wellness,41.17,8.18,2025-01-06 23:00:54.177139,,"-51.840805, 62.533222",MockSource,Wellness,USD,https://placeholder.url
464,432,3062.9680000000003,3062.9680000000003,Wellness,73.54,35.93,2024-11-25 23:15:54.174103,,"10.683953, 118.501158",MockSource,Wellness,USD,https://placeholder.url
467,5,3057.4880000000003,3057.4880000000003,Exhibitions,6.0,43.9,2024-11-23 11:45:54.167103,,"-2.821191, -98.782853",MockSource,Exhibitions,USD,https://placeholder.url
465,217,3057.4880000000003,3057.4880000000003,Charity,20.27,59.41,2024-11-23 11:45:54.171103,,"17.698405, -15.677912",MockSource,Charity,USD,https://placeholder.url
466,931,3057.4880000000003,3057.4880000000003,Pets,8.35,91.38,2024-11-23 11:45:54.183144,,"-29.10837, -103.67802",MockSource,Pets,USD,https://placeholder.url
468,184,3036.304,3036.304,Pets,12.73,30.66,2024-11-23 11:15:54.170103,,"75.850555, -151.718297",MockSource,Pets,USD,https://placeholder.url
469,351,3034.4215999999997,3034.4215999999997,Conferences,438.2,18.35,2024-11-24 17:45:54.173103,,"-65.79163, -157.281473",MockSource,Conferences,USD,https://placeholder.url
470,708,3031.715,3031.715,Gaming,42.23,11.67,2024-12-11 23:15:54.179186,,"-86.048011, 42.671443",MockSource,Gaming,USD,https://placeholder.url
471,748,3024.665,3024.665,Exhibitions,83.49,12.41,2024-12-14 20:00:54.180165,,"-31.265675, -95.507475",MockSource,Exhibitions,USD,https://placeholder.url
500,950,3000.0,3000.0,Pets,36.85,75.03,2024-11-29 22:00:54.184153,,"75.929571, 79.498672",MockSource,Pets,USD,https://placeholder.url
498,934,3000.0,3000.0,Charity,42.35,57.74,2024-11-26 17:45:54.184153,,"-38.229585, 130.964111",MockSource,Charity,USD,https://placeholder.url
486,31,3000.0,3000.0,Networking,81.41,96.28,2024-11-27 17:00:54.168103,,"-34.859931, -68.589417",MockSource,Networking,USD,https://placeholder.url
489,284,3000.0,3000.0,Workshops,41.91,63.85,2024-11-28 21:45:54.172103,,"-41.554115, 69.31998",MockSource,Workshops,USD,https://placeholder.url
482,811,3000.0,3000.0,Nightlife,94.95,86.88,2024-11-26 12:45:54.181180,,"63.038219, -165.651517",MockSource,Nightlife,USD,https://placeholder.url
496,818,3000.0,3000.0,Holiday,82.3,43.09,2024-11-26 17:30:54.181180,,"-37.095598, 44.823502",MockSource,Holiday,USD,https://placeholder.url
472,832,3000.0,3000.0,Exhibitions,42.08,92.29,2024-11-26 17:30:54.182140,,"87.867499, 81.368801",MockSource,Exhibitions,USD,https://placeholder.url
478,134,3000.0,3000.0,Science,84.3,43.04,2024-11-28 15:15:54.170103,,"-56.460022, -119.368204",MockSource,Science,USD,https://placeholder.url
475,456,3000.0,3000.0,Nightlife,82.64,76.21,2024-11-26 19:00:54.175103,,"84.006544, 57.824632",MockSource,Nightlife,USD,https://placeholder.url
493,424,3000.0,3000.0,Gaming,56.27,88.41,2024-11-27 22:00:54.174103,,"66.334106, -134.6006",MockSource,Gaming,USD,https://placeholder.url
479,461,3000.0,3000.0,Nightlife,96.39,65.17,2024-11-29 22:15:54.175103,,"-53.439485, -113.646783",MockSource,Nightlife,USD,https://placeholder.url
494,925,3000.0,3000.0,Family,45.24,74.86,2024-11-29 13:45:54.183144,,"-57.50515, -134.18242",MockSource,Family,USD,https://placeholder.url
488,890,3000.0,3000.0,Nightlife,59.66,61.54,2024-11-29 23:00:54.183144,,"18.517421, -130.126208",MockSource,Nightlife,USD,https://placeholder.url
481,877,3000.0,3000.0,Exhibitions,91.51,58.25,2024-11-29 22:30:54.183144,,"12.997189, -92.685071",MockSource,Exhibitions,USD,https://placeholder.url
480,873,3000.0,3000.0,Wellness,56.09,49.53,2024-11-27 22:45:54.182140,,"-48.292716, 75.178244",MockSource,Wellness,USD,https://placeholder.url
505,757,3000.0,3000.0,Workshops,36.61,42.48,2024-11-26 17:30:54.180165,,"-66.490788, 24.445633",MockSource,Workshops,USD,https://placeholder.url
473,274,3000.0,3000.0,Nightlife,82.34,71.93,2024-11-28 23:15:54.172103,,"-5.237842, -161.392555",MockSource,Nightlife,USD,https://placeholder.url
483,696,3000.0,3000.0,Holiday,75.19,58.44,2024-11-27 20:45:54.179186,,"64.47866, 107.092191",MockSource,Holiday,USD,https://placeholder.url
504,288,3000.0,3000.0,Outdoors,56.15,83.71,2024-11-26 16:30:54.172103,,"-11.726518, 156.516436",MockSource,Outdoors,USD,https://placeholder.url
491,641,3000.0,3000.0,Workshops,40.56,32.77,2024-11-28 16:30:54.178154,,"-13.273451, 66.542626",MockSource,Workshops,USD,https://placeholder.url
490,93,3000.0,3000.0,Science,48.37,88.35,2024-11-29 17:45:54.169103,,"3.285165, 22.246775",MockSource,Science,USD,https://placeholder.url
506,359,3000.0,3000.0,Science,77.85,94.67,2024-11-29 11:15:54.173103,,"51.065409, -86.145296",MockSource,Science,USD,https://placeholder.url
487,703,3000.0,3000.0,Nightlife,61.19,66.61,2024-11-28 14:30:54.179186,,"-43.754488, -24.9755",MockSource,Nightlife,USD,https://placeholder.url
502,483,3000.0,3000.0,Holiday,43.85,63.94,2024-11-27 20:00:54.175103,,"49.890297, 16.042793",MockSource,Holiday,USD,https://placeholder.url
501,487,3000.0,3000.0,Nightlife,57.05,73.0,2024-11-27 22:15:54.175103,,"86.469562, -77.484402",MockSource,Nightlife,USD,https://placeholder.url
497,628,3000.0,3000.0,Nightlife,66.17,68.19,2024-11-29 17:30:54.178154,,"-71.735202, -106.763857",MockSource,Nightlife,USD,https://placeholder.url
477,413,3000.0,3000.0,Outdoors,32.48,57.87,2024-11-28 22:30:54.174103,,"2.780442, -15.614441",MockSource,Outdoors,USD,https://placeholder.url
503,559,3000.0,3000.0,Charity,33.28,95.79,2024-11-28 12:15:54.177139,,"-68.080556, -42.798953",MockSource,Charity,USD,https://placeholder.url
476,603,3000.0,3000.0,Gaming,43.55,85.46,2024-11-29 16:00:54.177139,,"-21.193198, 139.100865",MockSource,Gaming,USD,https://placeholder.url
492,419,3000.0,3000.0,Virtual,49.95,31.02,2024-11-27 16:15:54.174103,,"-50.792753, 83.98672",MockSource,Virtual,USD,https://placeholder.url
484,392,3000.0,3000.0,Theater,32.31,60.6,2024-11-29 17:45:54.173103,,"-65.683801, -148.046887",MockSource,Theater,USD,https://placeholder.url
485,527,3000.0,3000.0,Wellness,51.16,73.92,2024-11-26 17:15:54.176103,,"-89.330513, 6.356904",MockSource,Wellness,USD,https://placeholder.url
499,542,3000.0,3000.0,Holiday,43.71,58.18,2024-11-27 17:45:54.176103,,"62.057161, -128.811066",MockSource,Holiday,USD,https://placeholder.url
495,85,3000.0,3000.0,Nightlife,50.04,41.05,2024-11-27 12:00:54.169103,,"44.02342, 164.403061",MockSource,Nightlife,USD,https://placeholder.url
474,12,3000.0,3000.0,Nightlife,52.03,83.5,2024-11-27 22:00:54.168103,,"29.68947, -44.257614",MockSource,Nightlife,USD,https://placeholder.url
507,45,2992.5,2992.5,Science,69.84,15.18,2024-12-08 22:15:54.168103,,"22.700153, 107.937843",MockSource,Science,USD,https://placeholder.url
508,448,2992.085,2992.085,Theater,70.41,15.19,2025-01-04 13:45:54.174103,,"41.03109, 24.356515",MockSource,Theater,USD,https://placeholder.url
509,364,2990.835,2990.835,Exhibitions,69.78,15.22,2024-12-16 19:45:54.173103,,"77.728777, -154.138455",MockSource,Exhibitions,USD,https://placeholder.url
510,769,2982.5760093913195,2982.5760093913195,Festivals,101.6,75.03,2024-12-03 18:30:54.180165,,"63.214756, -94.192123",MockSource,Festivals,USD,https://placeholder.url
511,532,2977.8471170525395,2977.8471170525395,Sports,145.76,15.46,2024-12-04 15:00:54.176103,,"62.470487, -19.377662",MockSource,Sports,USD,https://placeholder.url
512,962,2972.514509619813,2972.514509619813,Festivals,100.42,25.62,2024-12-06 17:45:54.184153,,"-18.191298, 149.968834",MockSource,Festivals,USD,https://placeholder.url
513,338,2966.7623999999996,2966.7623999999996,Conferences,164.72,21.25,2024-11-23 21:45:54.173103,,"20.977622, 171.154624",MockSource,Conferences,USD,https://placeholder.url
514,816,2937.5,2937.5,Film,22.83,2.25,2025-01-02 15:15:54.181180,,"-42.817745, 92.761031",MockSource,Film,USD,https://placeholder.url
515,309,2937.5,2937.5,Wellness,23.68,3.41,2024-12-12 16:00:54.172103,,"38.52677, 142.305796",MockSource,Wellness,USD,https://placeholder.url
516,535,2909.45,2909.45,Virtual,30.25,4.82,2024-12-16 16:00:54.176103,,"29.836117, -64.480026",MockSource,Virtual,USD,https://placeholder.url
517,915,2906.5,2906.5,Holiday,23.67,5.13,2025-01-18 23:30:54.183144,,"56.454825, -88.826871",MockSource,Holiday,USD,https://placeholder.url
